age,education,gender,hours-per-week,earning
48,13,0,40, >50K
49,9,1,40, <=50K
20,10,1,40, <=50K
27,9,0,46, <=50K
64,10,0,20, <=50K
53,10,0,40, <=50K
52,9,1,40, <=50K
29,9,0,55, <=50K
32,9,0,40, >50K
48,13,1,20, >50K
30,10,0,40, <=50K
34,9,0,20, <=50K
19,10,0,50, <=50K
39,9,0,50, <=50K
28,7,0,40, <=50K
17,8,1,10, <=50K
54,13,1,50, <=50K
24,10,0,40, <=50K
25,9,1,40, <=50K
25,7,1,12, <=50K
48,10,1,40, >50K
24,13,1,40, <=50K
31,10,0,50, <=50K
47,10,0,40, >50K
45,13,0,40, >50K
19,10,1,25, <=50K
52,10,0,50, >50K
52,9,0,40, <=50K
19,9,1,12, <=50K
60,9,0,28, <=50K
43,14,0,50, >50K
24,12,1,30, <=50K
20,10,1,40, <=50K
51,9,1,40, <=50K
38,5,0,40, <=50K
21,10,1,10, <=50K
40,9,0,50, >50K
54,10,1,40, <=50K
35,13,0,50, <=50K
52,7,0,40, <=50K
53,9,0,40, >50K
56,10,1,40, <=50K
35,9,0,40, <=50K
43,10,1,42, <=50K
29,13,0,40, <=50K
29,9,0,65, <=50K
27,9,1,40, <=50K
58,13,0,40, <=50K
64,9,0,18, <=50K
53,9,1,32, <=50K
21,9,1,30, <=50K
40,12,0,30, <=50K
52,16,0,40, >50K
38,11,0,50, <=50K
40,10,1,30, <=50K
39,9,0,40, <=50K
56,14,1,50, >50K
68,16,0,55, >50K
24,9,0,38, <=50K
40,15,0,50, >50K
43,15,0,99, >50K
38,13,1,70, <=50K
45,9,0,40, >50K
18,7,0,55, <=50K
57,14,0,50, >50K
49,9,1,35, <=50K
25,10,1,40, <=50K
52,10,0,40, <=50K
56,6,0,56, <=50K
26,10,0,48, <=50K
19,9,1,40, <=50K
25,13,1,40, <=50K
25,9,1,30, <=50K
21,9,0,45, <=50K
48,4,0,40, <=50K
33,14,0,60, <=50K
31,9,0,40, <=50K
26,9,0,65, <=50K
37,13,0,38, <=50K
29,10,1,30, <=50K
20,10,0,20, <=50K
28,10,0,60, <=50K
49,9,1,20, <=50K
73,6,0,4, <=50K
49,14,0,40, >50K
51,10,1,40, >50K
40,10,0,40, <=50K
24,11,1,40, <=50K
18,8,0,24, <=50K
41,6,0,40, >50K
46,9,0,40, >50K
46,9,1,40, <=50K
64,6,0,40, >50K
50,15,0,40, >50K
53,14,0,36, >50K
21,9,0,40, <=50K
22,10,0,25, <=50K
37,13,1,45, >50K
39,15,0,55, >50K
30,13,0,40, <=50K
25,13,0,40, <=50K
26,10,1,40, <=50K
43,13,0,50, <=50K
59,9,1,60, <=50K
27,9,1,40, <=50K
55,6,0,40, >50K
20,10,0,12, <=50K
25,11,1,36, <=50K
28,12,0,40, <=50K
29,13,0,50, <=50K
60,7,0,40, >50K
37,13,1,50, >50K
25,7,1,40, <=50K
27,10,0,60, <=50K
50,13,0,40, >50K
41,10,0,70, <=50K
46,4,0,47, <=50K
35,11,1,40, <=50K
21,10,0,40, <=50K
